SnesAddressHex,SnesAddress,Name,Comment,UsedStatus
$838762,8619874,FXHeader_RedPirateShaft,,USED
$838764,8619876,FXHeader_FrogSave,,USED
$838766,8619878,FXHeader_CrocomireSave,,USED
$838768,8619880,FXHeader_LNElevSave,,USED
$83876A,8619882,FXHeader_AcidStatue,,USED
$83878A,8619914,FXHeader_MainHall,,USED
$83879A,8619930,FXHeader_GoldenTorizo_State0_1,,USED
$8387AA,8619946,FXHeader_FastRipper,,USED
$8387BA,8619962,FXHeader_GTEnergyRefill,,USED
$8387BC,8619964,FXHeader_Ridley_State0_1,,USED
$8387CC,8619980,FXHeader_LNFarming,,USED
$8387DC,8619996,FXHeader_FastPillarsSetup,,USED
$8387EC,8620012,UNUSED_FXHeader_8387EC,,USED
$8387FC,8620028,FXHeader_MickeyMouse,,USED
$83880C,8620044,FXHeader_Pillar,,USED
$83881C,8620060,FXHeader_Plowerhouse,,USED
$83882C,8620076,FXHeader_WorstRoomInTheGame,,USED
$83883C,8620092,FXHeader_Amphitheatre,,USED
$83885C,8620124,FXHeader_LNSpringballMaze,,USED
$83886C,8620140,FXHeader_LNEscapePowerBombs,,USED
$83887C,8620156,FXHeader_RedKihunterShaft,,USED
$83888C,8620172,FXHeader_Wasteland,,USED
$83889C,8620188,FXHeader_MetalPirates,,USED
$8388AC,8620204,FXHeader_ThreeMusketeers,,USED
$8388BC,8620220,FXHeader_RidleyETank,,USED
$8388CC,8620236,FXHeader_ScrewAttack,,USED
$8388DC,8620252,FXHeader_LNFireflea,,USED
$8388EC,8620268,FXHeader_LNSave,,USED
$8388FC,8620284,Door_VariousRooms_Elevator,,USED
$8388FE,8620286,Door_LandingSite_LandingCutscene,,USED
$83890A,8620298,Door_DemoSet3_0_2_4,,USED
$838916,8620310,Door_LandingSite_0,,USED
$838922,8620322,Door_LandingSite_1,,USED
$83892E,8620334,Door_LandingSite_2,,USED
$83893A,8620346,Door_LandingSite_3,,USED
$838946,8620358,Door_GauntletEntrance_0,,USED
$838952,8620370,Door_GauntletEntrance_1,,USED
$83895E,8620382,Door_Parlor_0,,USED
$83896A,8620394,Door_Parlor_1,,USED
$838976,8620406,Door_Parlor_2,,USED
$838982,8620418,Door_Parlor_3,,USED
$83898E,8620430,Door_Parlor_4,,USED
$83899A,8620442,Door_Parlor_5,,USED
$8389A6,8620454,Door_Parlor_6,,USED
$8389B2,8620466,Door_CrateriaPowerBombs_0,,USED
$8389BE,8620478,Door_CrateriaSave_0,,USED
$8389CA,8620490,Door_WestOcean_0,,USED
$8389D6,8620502,Door_WestOcean_1,,USED
$8389E2,8620514,Door_WestOcean_2,,USED
$8389EE,8620526,Door_WestOcean_3,,USED
$8389FA,8620538,Door_WestOcean_4,,USED
$838A06,8620550,Door_WestOcean_5,,USED
$838A12,8620562,Door_BowlingAlleyPath_0,,USED
$838A1E,8620574,Door_BowlingAlleyPath_1,,USED
$838A2A,8620586,Door_CrateriaKihunter_0,,USED
$838A36,8620598,Door_CrateriaKihunter_1,,USED
$838A42,8620610,Door_CrateriaKihunter_2,,USED
$838A4E,8620622,Door_ForgottenHighwayElev_0,,USED
$838A5A,8620634,Door_ForgottenHighwayElev_1,,USED
$838A66,8620646,Door_EastOcean_0,,USED
$838A72,8620658,Door_EastOcean_1,,USED
$838A7E,8620670,Door_ForgottenHighwayKagos_0,,USED
$838A8A,8620682,Door_ForgottenHighwayKagos_1,,USED
$838A96,8620694,Door_CrabMaze_0,,USED
$838AA2,8620706,Door_ForgottenHighwayElbow_0,,USED
$838AAE,8620718,Door_CrabMaze_1,,USED
$838ABA,8620730,Door_ForgottenHighwayElbow_1,,USED
$838AC6,8620742,Door_CrateriaTube_0,,USED
$838AD2,8620754,Door_CrateriaTube_1,,USED
$838ADE,8620766,Door_Moat_0,,USED
$838AEA,8620778,Door_Moat_1,,USED
$838AF6,8620790,Door_RedBinstarElev_0,,USED
$838B02,8620802,Door_RedBinstarElev_1,,USED
$838B0E,8620814,Door_GauntletETank_0,,USED
$838B1A,8620826,Door_GauntletETank_1,,USED
$838B26,8620838,Door_PreBowling_0,,USED
$838B32,8620850,Door_PreBowling_1,,USED
$838B3E,8620862,Door_Climb_0,,USED
$838B4A,8620874,Door_Climb_1,,USED
$838B56,8620886,Door_Climb_2,,USED
$838B62,8620898,Door_Climb_3,,USED
$838B6E,8620910,Door_Climb_4,,USED
$838B7A,8620922,Door_Pit_0,,USED
$838B86,8620934,Door_Pit_1,,USED
$838B92,8620946,Door_ElevToBlueBrinstar_0,,USED
$838B9E,8620958,Door_ElevToBlueBrinstar_1,,USED
$838BAA,8620970,Door_BombTorizo_0,,USED
$838BB6,8620982,Door_Flyway_0,,USED
$838BC2,8620994,Door_Flyway_1,,USED
$838BCE,8621006,Door_PreMapFlyway_0,,USED
$838BDA,8621018,Door_PreMapFlyway_1,,USED
$838BE6,8621030,Door_Terminator_0,,USED
$838BF2,8621042,Door_Terminator_1,,USED
$838BFE,8621054,Door_GreenBrinstarElev_,,USED
$838C0A,8621066,Door_GreenBrinstarElev_1,,USED
$838C16,8621078,Door_LowerMushrooms_0,,USED
$838C22,8621090,Door_LowerMushrooms_1,,USED
$838C2E,8621102,Door_CrateriaMap_0,,USED
$838C3A,8621114,Door_GreenPiratesShaft_0,,USED
$838C46,8621126,Door_GreenPiratesShaft_1,,USED
$838C52,8621138,Door_GreenPiratesShaft_2,,USED
$838C5E,8621150,Door_GreenPiratesShaft_3,,USED
$838C6A,8621162,Door_CrateriaSuper_0,,USED
$838C76,8621174,Door_CrateriaSuper_1,,USED
$838C82,8621186,Door_FinalMissileBombway_0,,USED
$838C8E,8621198,Door_FinalMissileBombway_1,,USED
$838C9A,8621210,Door_FinalMissile_0,,USED
$838CA6,8621222,Door_GreenBrinstarMainShaft_0,,USED
$838CB2,8621234,Door_GreenBrinstarMainShaft_1,,USED
$838CBE,8621246,Door_GreenBrinstarMainShaft_2,,USED
$838CCA,8621258,Door_GreenBrinstarMainShaft_3,,USED
$838CD6,8621270,Door_GreenBrinstarMainShaft_4,,USED
$838CE2,8621282,Door_GreenBrinstarMainShaft_5,,USED
$838CEE,8621294,Door_GreenBrinstarMainShaft_6,,USED
$838CFA,8621306,Door_GreenBrinstarMainShaft_7,,USED
$838D06,8621318,Door_GreenBrinstarMainShaft_8,,USED
$838D12,8621330,Door_GreenBrinstarMainShaft_A,,USED
$838D1E,8621342,Door_SporeSpawnSuper_0,,USED
$838D2A,8621354,Door_SporeSpawnSuper_1,,USED
$838D36,8621366,Door_BrinstarPreMap_0,,USED
$838D42,8621378,Door_BrinstarPreMap_1,,USED
$838D4E,8621390,Door_EarlySupers_0,,USED
$838D5A,8621402,Door_EarlySupers_1,,USED
$838D66,8621414,Door_BrinstarReserveTank_0,,USED
$838D72,8621426,Door_GreenBrinstarMap_0,,USED
$838D7E,8621438,Door_GreenBrinstarFirefleas_0,,USED
$838D8A,8621450,Door_GreenBrinstarFirefleas_1,,USED
$838D96,8621462,Door_GreenBrinstarMissileRefill_0,,USED
$838DA2,8621474,Door_Dachora_0,,USED
$838DAE,8621486,Door_Dachora_1,,USED
$838DBA,8621498,Door_Dachora_2,,USED
$838DC6,8621510,Door_BigPink_0,,USED
$838DD2,8621522,Door_BigPink_1,,USED
$838DDE,8621534,Door_BigPink_2,,USED
$838DEA,8621546,Door_BigPink_3,,USED
$838DF6,8621558,Door_BigPink_4,,USED
$838E02,8621570,Door_BigPink_5,,USED
$838E0E,8621582,Door_BigPink_6,,USED
$838E1A,8621594,Door_BigPink_7,,USED
$838E26,8621606,Door_BigPink_8,,USED
$838E32,8621618,Door_SporeSpawnKihunters_0,,USED
$838E3E,8621630,Door_SporeSpawnKihunters_1,,USED
$838E4A,8621642,Door_SporeSpawn_0,,USED
$838E56,8621654,Door_SporeSpawn_1,,USED
$838E62,8621666,Door_PinkBrinstarPowerBombs_0,,USED
$838E6E,8621678,Door_PinkBrinstarPowerBombs_1,,USED
$838E7A,8621690,Door_GreenHillZone_0,,USED
$838E86,8621702,Door_GreenHillZone_1,,USED
$838E92,8621714,Door_GreenHillZone_2,,USED
$838E9E,8621726,Door_MorphBall_0,,USED
$838EAA,8621738,Door_MorphBall_1,,USED
$838EB6,8621750,Door_MorphBall_2,,USED
$838EC2,8621762,Door_ConstructionZone_0,,USED
$838ECE,8621774,Door_ConstructionZone_1,,USED
$838EDA,8621786,Door_ConstructionZone_2,,USED
$838EE6,8621798,Door_BlueBrinstarETank_0,,USED
$838EF2,8621810,Door_BlueBrinstarETank_1,,USED
$838EFE,8621822,Door_NoobBridge_0,,USED
$838F0A,8621834,Door_NoobBridge_1,,USED
$838F16,8621846,Door_GreenBrinstarBeetoms_0,,USED
$838F22,8621858,Door_GreenBrinstarBeetoms_1,,USED
$838F2E,8621870,Door_EtecoonETank_0,,USED
$838F3A,8621882,Door_EtecoonETank_1,,USED
$838F46,8621894,Door_EtecoonETank_2,,USED
$838F52,8621906,Door_EtecoonETank_3,,USED
$838F5E,8621918,Door_EtecoonSuper_0,,USED
$838F6A,8621930,Door_DachoraEnergyRefill_0,,USED
$838F76,8621942,Door_SporeSpawnFarming_0,,USED
$838F82,8621954,Door_SporeSpawnFarming_1,,USED
$838F8E,8621966,Door_WaterwayETank_0,,USED
$838F9A,8621978,Door_WaterwayETank_1,,USED
$838FA6,8621990,Door_FirstMissile_0,,USED
$838FB2,8622002,Door_PinkBrinstarHoppers_0,,USED
$838FBE,8622014,Door_PinkBrinstarHoppers_1,,USED
$838FCA,8622026,Door_HopperETank_0,,USED
$838FD6,8622038,Door_BigPinkSaveRoom_0,,USED
$838FE2,8622050,Door_BlueBrinstarBoulders_0,,USED
$838FEE,8622062,Door_BlueBrinstarBoulders_1,,USED
$838FFA,8622074,Door_BillyMays_0,,USED
$839006,8622086,Door_GreenBrinstarSave_0,,USED
$839012,8622098,Door_EtecoonSave_0,,USED
$83901E,8622110,Door_RedTower_0,,USED
$83902A,8622122,Door_RedTower_1,,USED
$839036,8622134,Door_RedTower_2,,USED
$839042,8622146,Door_RedTower_3,,USED
$83904E,8622158,Door_RedTower_4,,USED
$83905A,8622170,Door_RedBrinstarFirefleas_0,,USED
$839066,8622182,Door_RedBrinstarFirefleas_1,,USED
$839072,8622194,Door_XrayScope_0,,USED
$83907E,8622206,Door_Hellway_0,,USED
$83908A,8622218,Door_Hellway_1,,USED
$839096,8622230,Door_Caterpillar_0,,USED
$8390A2,8622242,Door_Caterpillar_1,,USED
$8390AE,8622254,Door_Caterpillar_2,,USED
$8390BA,8622266,Door_Caterpillar_3,,USED
$8390C6,8622278,Door_Caterpillar_4,,USED
$8390D2,8622290,Door_Caterpillar_6,,USED
$8390DE,8622302,Door_BetaPowerBomb_0,,USED
$8390EA,8622314,Door_AlphaPowerBomb_0,,USED
$8390F6,8622326,Door_SkreeBoost_0,,USED
$839102,8622338,Door_SkreeBoost_1,,USED
$83910E,8622350,Door_BelowSpazer_0,,USED
$83911A,8622362,Door_BelowSpazer_1,,USED
$839126,8622374,Door_BelowSpazer_2,,USED
$839132,8622386,Door_Spazer_0,,USED
$83913E,8622398,Door_WarehouseZeela_0,,USED
$83914A,8622410,Door_WarehouseZeela_1,,USED
$839156,8622422,Door_WarehouseZeela_2,,USED
$839162,8622434,Door_WarehouseETank_0,,USED
$83916E,8622446,Door_WarehouseKihunter_0,,USED
$83917A,8622458,Door_WarehouseKihunter_1,,USED
$839186,8622470,Door_WarehouseKihunter_2,,USED
$839192,8622482,Door_MiniKraid_0,,USED
$83919E,8622494,Door_MiniKraid_1,,USED
$8391AA,8622506,Door_KraidEyeDoor_0,,USED
$8391B6,8622518,Door_KraidEyeDoor_1,,USED
$8391C2,8622530,Door_KraidEyeDoor_2,,USED
$8391CE,8622542,Door_Kraid_0,,USED
$8391DA,8622554,Door_Kraid_1,,USED
$8391E6,8622566,Door_StatuesHallway_0,,USED
$8391F2,8622578,Door_StatuesHallway_1,,USED
$8391FE,8622590,Door_RedTowerRefill_0,,USED
$83920A,8622602,Door_KraidRefill_0,,USED
$839216,8622614,Door_Statues_0,,USED
$839222,8622626,Door_Statues_1,,USED
$83922E,8622638,Door_WarehouseEntrance_0,,USED
$83923A,8622650,Door_WarehouseEntrance_1,,USED
$839246,8622662,Door_WarehouseEntrance_2,,USED
$839252,8622674,Door_VariaSuit_0,,USED
$83925E,8622686,Door_WarehouseSave_0,,USED
$83926A,8622698,Door_RedBrinstarSave_0,,USED
$839276,8622710,Door_IceBeamAcid_0,,USED
$839282,8622722,Door_IceBeamAcid_1,,USED
$83928E,8622734,Door_Cathedral_0,,USED
$83929A,8622746,Door_Cathedral_1,,USED
$8392A6,8622758,Door_CathedralEntrance_0,,USED
$8392B2,8622770,Door_CathedralEntrance_1,,USED
$8392BE,8622782,Door_BusinessCenter_0,,USED
$8392CA,8622794,Door_BusinessCenter_1,,USED
$8392D6,8622806,Door_BusinessCenter_2,,USED
$8392E2,8622818,Door_BusinessCenter_3,,USED
$8392EE,8622830,Door_BusinessCenter_4,,USED
$8392FA,8622842,Door_BusinessCenter_6,,USED
$839306,8622854,Door_BusinessCenter_7,,USED
$839312,8622866,Door_IceBeamGate_0,,USED
$83931E,8622878,Door_IceBeamGate_1,,USED
$83932A,8622890,Door_IceBeamGate_2,,USED
$839336,8622902,Door_IceBeamGate_3,,USED
$839342,8622914,Door_IceBeamTutorial_0,,USED
$83934E,8622926,Door_IceBeamTutorial_1,,USED
$83935A,8622938,Door_IceBeam_0,,USED
$839366,8622950,Door_IceBeamSnake_0,,USED
$839372,8622962,Door_IceBeamSnake_1,,USED
$83937E,8622974,Door_IceBeamSnake_2,,USED
$83938A,8622986,Door_CrumbleShaft_0,,USED
$839396,8622998,Door_CrumbleShaft_1,,USED
$8393A2,8623010,Door_CrocomireSpeedway_0,,USED
$8393AE,8623022,Door_CrocomireSpeedway_1,,USED
$8393BA,8623034,Door_CrocomireSpeedway_2,,USED
$8393C6,8623046,Door_CrocomireSpeedway_3,,USED
$8393D2,8623058,Door_CrocomireSpeedway_4,,USED
$8393DE,8623070,Door_Crocomire_0,,USED
$8393EA,8623082,Door_Crocomire_1,,USED
$8393F6,8623094,Door_HiJumpBoots_0,,USED
$839402,8623106,Door_CrocomireEscape_0,,USED
$83940E,8623118,Door_CrocomireEscape_1,,USED
$83941A,8623130,Door_HiJumpETank_0,,USED
$839426,8623142,Door_HiJumpETank_1,,USED
$839432,8623154,Door_PostCrocFarming_0,,USED
$83943E,8623166,Door_PostCrocFarming_1,,USED
$83944A,8623178,Door_PostCrocFarming_2,,USED
$839456,8623190,Door_PostCrocFarming_3,,USED
$839462,8623202,Door_PostCrocSave_0,,USED
$83946E,8623214,Door_PostCrocPowerBombs_0,,USED
$83947A,8623226,Door_PostCrocShaft_0,,USED
$839486,8623238,Door_PostCrocShaft_1,,USED
$839492,8623250,Door_PostCrocShaft_2,,USED
$83949E,8623262,Door_PostCrocShaft_3,,USED
$8394AA,8623274,Door_PostCrocMissile_0,,USED
$8394B6,8623286,Door_GrappleTutorial3_0,,USED
$8394C2,8623298,Door_GrappleTutorial3_1,,USED
$8394CE,8623310,Door_PostCrocJump_0,,USED
$8394DA,8623322,Door_PostCrocJump_1,,USED
$8394E6,8623334,Door_GrappleTutorial2_0,,USED
$8394F2,8623346,Door_GrappleTutorial2_1,,USED
$8394FE,8623358,Door_GrappleTutorial1_0,,USED
$83950A,8623370,Door_GrappleTutorial1_1,,USED
$839516,8623382,Door_GrappleBeam_0,,USED
$839522,8623394,Door_GrappleBeam_1,,USED
$83952E,8623406,Door_NorfairReserveTank,,USED
$83953A,8623418,Door_GreenBubblesMissiles_0,,USED
$839546,8623430,Door_GreenBubblesMissiles_1,,USED
$839552,8623442,Door_BubbleMountain_0,,USED
$83955E,8623454,Door_BubbleMountain_1,,USED
$83956A,8623466,Door_BubbleMountain_2,,USED
$839576,8623478,Door_BubbleMountain_3,,USED
$839582,8623490,Door_BubbleMountain_4,,USED
$83958E,8623502,Door_BubbleMountain_5,,USED
$83959A,8623514,Door_BubbleMountain_6,,USED
$8395A6,8623526,Door_SpeedBoosterHall_0,,USED
$8395B2,8623538,Door_SpeedBoosterHall_1,,USED
$8395BE,8623550,Door_SpeedBooster_0,,USED
$8395CA,8623562,Door_SingleChamber_0,,USED
$8395D6,8623574,Door_SingleChamber_1,,USED
$8395E2,8623586,Door_SingleChamber_2,,USED
$8395EE,8623598,Door_SingleChamber_3,,USED
$8395FA,8623610,Door_SingleChamber_4,,USED
$839606,8623622,Door_DoubleChamber_0,,USED
$839612,8623634,Door_DoubleChamber_1,,USED
$83961E,8623646,Door_DoubleChamber_2,,USED
$83962A,8623658,Door_WaveBeam_0,,USED
$839636,8623670,Door_SpikyPlatformsTunnel_0,,USED
$839642,8623682,Door_SpikyPlatformsTunnel_1,,USED
$83964E,8623694,Door_Volcano_0,,USED
$83965A,8623706,Door_Volcano_1,,USED
$839666,8623718,Door_KronicBoost_0,,USED
$839672,8623730,Door_KronicBoost_1,,USED
$83967E,8623742,Door_KronicBoost_2,,USED
$83968A,8623754,Door_KronicBoost_3,,USED
$839696,8623766,Door_MagdolliteTunnel_0,,USED
$8396A2,8623778,Door_MagdolliteTunnel_1,,USED
$8396AE,8623790,Door_PurpleShaft_0,,USED
$8396BA,8623802,Door_PurpleShaft_1,,USED
$8396C6,8623814,Door_PurpleShaft_2,,USED
$8396D2,8623826,Door_LavaDive_0,,USED
$8396DE,8623838,Door_LavaDive_1,,USED
$8396EA,8623850,Door_LowerNorfairElev_0,,USED
$8396F6,8623862,Door_LowerNorfairElev_1,,USED
$839702,8623874,Door_LowerNorfairElev_3,,USED
$83970E,8623886,Door_UpperNorfairFarming_0,,USED
$83971A,8623898,Door_UpperNorfairFarming_1,,USED
$839726,8623910,Door_UpperNorfairFarming_2,,USED
$839732,8623922,Door_RisingTide_0,,USED
$83973E,8623934,Door_RisingTide_1,,USED
$83974A,8623946,Door_AcidSnakesTunnel_0,,USED
$839756,8623958,Door_AcidSnakesTunnel_1,,USED
$839762,8623970,Door_AcidSnakesTunnel_2,,USED
$83976E,8623982,Door_SpikyAcidSnakesTunnel_0,,USED
$83977A,8623994,Door_SpikyAcidSnakesTunnel_1,,USED
$839786,8624006,Door_UpperNorfairRefill_0,,USED
$839792,8624018,Door_UpperNorfairRefill_1,,USED
$83979E,8624030,Door_PurpleFarming_0,,USED
$8397AA,8624042,Door_BatCave_0,,USED
$8397B6,8624054,Door_BatCave_1,,USED
$8397C2,8624066,Door_NorfairMap_0,,USED
$8397CE,8624078,Door_BubbleMountainSave_0,,USED
$8397DA,8624090,Door_FrogSpeedway_0,,USED
$8397E6,8624102,Door_FrogSpeedway_1,,USED
$8397F2,8624114,Door_RedPirateShaft_0,,USED
$8397FE,8624126,Door_RedPirateShaft_1,,USED
$83980A,8624138,Door_FrogSave_0,,USED
$839816,8624150,Door_FrogSave_1,,USED
$839822,8624162,Door_CrocomireSave_0,,USED
$83982E,8624174,Door_LNElevSave_0,,USED
$83983A,8624186,Door_AcidStatue_0,,USED
$839846,8624198,Door_AcidStatue_1,,USED
$839852,8624210,Door_MainHall_0,,USED
$83985E,8624222,Door_MainHall_1,,USED
$83986A,8624234,Door_MainHall_2,,USED
$839876,8624246,Door_GoldenTorizo_0,,USED
$839882,8624258,Door_GoldenTorizo_1,,USED
$83988E,8624270,Door_FastRipper_0,,USED
$83989A,8624282,Door_FastRipper_1,,USED
$8398A6,8624294,Door_GTEnergyRefill_0,,USED
$8398B2,8624306,Door_Ridley_0,,USED
$8398BE,8624318,Door_Ridley_1,,USED
$8398CA,8624330,Door_LNFarming_0,,USED
$8398D6,8624342,Door_LNFarming_1,,USED
$8398E2,8624354,Door_FastPillarsSetup_0,,USED
$8398EE,8624366,Door_FastPillarsSetup_1,,USED
$8398FA,8624378,Door_FastPillarsSetup_2,,USED
$839906,8624390,Door_FastPillarsSetup_3,,USED
$839912,8624402,Door_FastPillarsSetup_4,,USED
$83991E,8624414,UNUSED_Door_83991E,,USED
$83992A,8624426,Door_MickeyMouse_0,,USED
$839936,8624438,Door_MickeyMouse_1,,USED
$839942,8624450,Door_Pillar_0,,USED
$83994E,8624462,Door_Pillar_1,,USED
$83995A,8624474,Door_Plowerhouse_0,,USED
$839966,8624486,Door_Plowerhouse_1,,USED
$839972,8624498,Door_WorstRoomInTheGame_0,,USED
$83997E,8624510,Door_WorstRoomInTheGame_1,,USED
$83998A,8624522,Door_WorstRoomInTheGame_2,,USED
$839996,8624534,Door_Amphitheatre_0,,USED
$8399A2,8624546,Door_Amphitheatre_1,,USED
$8399AE,8624558,Door_LNSpringBallMaze_0,,USED
$8399BA,8624570,Door_LNSpringBallMaze_1,,USED
$8399C6,8624582,Door_LNSpringBallMaze_2,,USED
$8399D2,8624594,Door_LNEscapePowerBombs_0,,USED
$8399DE,8624606,Door_LNEscapePowerBombs_1,,USED
$8399EA,8624618,Door_RedKihunterShaft_0,,USED
$8399F6,8624630,Door_RedKihunterShaft_1,,USED
$839A02,8624642,Door_RedKihunterShaft_2,,USED
$839A0E,8624654,Door_RedKihunterShaft_3,,USED
$839A1A,8624666,Door_Wasteland_0,,USED
$839A26,8624678,Door_Wasteland_1,,USED
$839A32,8624690,Door_MetalPirates_0,,USED
$839A3E,8624702,Door_MetalPirates_1,,USED
$839A4A,8624714,Door_ThreeMusketeers_0,,USED
$839A56,8624726,Door_ThreeMusketeers_1,,USED
$839A62,8624738,Door_RidleyETank_0,,USED
$839A6E,8624750,Door_ScrewAttack_0,,USED
$839A7A,8624762,Door_ScrewAttack_1,,USED
$839A86,8624774,Door_ScrewAttack_2,,USED
$839A92,8624786,Door_LNFireflea_0,,USED
$839A9E,8624798,Door_LNFireflea_1,,USED
$839AAA,8624810,Door_LNFireflea_2,,USED
$839AB6,8624822,Door_LNSave_0,,USED
$839AC2,8624834,FXHeader_BowlingAlley_State1,,USED
$839AD2,8624850,FXHeader_WreckedShipEntrance_State1,,USED
$839AE2,8624866,FXHeader_Attic_State1,,USED
$839AF2,8624882,FXHeader_AssemblyLine_State1,,USED
$839B02,8624898,FXHeader_WreckedShipMainShaft_State1,,USED
$839B12,8624914,FXHeader_SpikyDeath_State1,,USED
$839B22,8624930,FXHeader_ElectricDeath_State1,,USED
$839B32,8624946,FXHeader_WreckedShipETank_State1,,USED
$839B42,8624962,FXHeader_Basement_State1,,USED
$839B52,8624978,FXHeader_WreckedShipMap_State1,,USED
$839B62,8624994,FXHeader_Phantoon_State1,,USED
$839B64,8624996,FXHeader_SpongeBath_State1,,USED
$839B74,8625012,FXHeader_WSWestSuper_State1,,USED
$839B84,8625028,FXHeader_WSEastSuper_State1,,USED
$839B94,8625044,FXHeader_GravitySuit_State1_WreckedShipSave_State1,,USED
$839BA4,8625060,FXHeader_BowlingAlley_State0,,USED
$839BB4,8625076,FXHeader_WreckedShipEntrance_State0,,USED
$839BC4,8625092,FXHeader_Attic_State0,,USED
$839BD4,8625108,FXHeader_AssemblyLine_State0,,USED
$839BE4,8625124,FXHeader_WreckedShipMainShaft_State0,,USED
$839BF4,8625140,FXHeader_SpikyDeath_State0,,USED
$839C04,8625156,FXHeader_ElectricDeath_State0,,USED
$839C14,8625172,FXHeader_WreckedShipETank_State0,,USED
$839C24,8625188,FXHeader_Basement_State0,,USED
$839C34,8625204,FXHeader_WreckedShipMap_State0,,USED
$839C44,8625220,FXHeader_Phantoon_State0,,USED
$839C54,8625236,FXHeader_SpongeBath_State0,,USED
$839C64,8625252,FXHeader_WSWestSuper_State0,,USED
$839C74,8625268,FXHeader_VariousRooms_State0_839C74,,USED
$839C84,8625284,FXHeader_GlassTunnelSave,,USED
$839C94,8625300,FXHeader_GlassTunnel_State0_1,,USED
$839CA4,8625316,FXHeader_WestTunnel,,USED
$839CB4,8625332,FXHeader_EastTunnel,,USED
$839CC4,8625348,FXHeader_MainStreet,,USED
$839CD4,8625364,FXHeader_FishTank,,USED
$839CE4,8625380,FXHeader_MamaTurtle,,USED
$839CF4,8625396,FXHeader_CrabTunnel,,USED
$839D04,8625412,FXHeader_MtEverest,,USED
$839D14,8625428,FXHeader_RedFish,,USED
$839D24,8625444,FXHeader_WateringHole,,USED
$839D34,8625460,FXHeader_NWestMaridiaBug,,USED
$839D44,8625476,FXHeader_CrabShaft,,USED
$839D54,8625492,FXHeader_PseudoPlasmaSpark,,USED
$839D64,8625508,FXHeader_CrabHole,,USED
$839D74,8625524,FXHeader_WestSandHallTunnel,,USED
$839D84,8625540,FXHeader_PlasmaTutorial,,USED
$839D94,8625556,FXHeader_Plasma,,USED
$839DA4,8625572,FXHeader_ThreadTheNeedle,,USED
$839DB4,8625588,FXHeader_MaridiaElev,,USED
$839DC4,8625604,FXHeader_PlasmaSpark,,USED
$839DD4,8625620,FXHeader_Kassiuz,,USED
$839DE4,8625636,FXHeader_MaridiaMap,,USED
$839DF4,8625652,FXHeader_ForgottenHighwaySave,,USED
$839E04,8625668,FXHeader_Toilet,,USED
$839E34,8625716,FXHeader_BugSandHole,,USED
$839E44,8625732,FXHeader_WestSandHall,,USED
$839E54,8625748,FXHeader_Oasis,,USED
$839E64,8625764,FXHeader_EastSandHall,,USED
$839E74,8625780,FXHeader_WestSandHole,,USED
$839E84,8625796,FXHeader_EastSandHole,,USED
$839E94,8625812,FXHeader_EastAqueductQuicksand_WestAqueductQuicksand,,USED
$839EA4,8625828,FXHeader_Aqueduct,,USED
$839EB4,8625844,FXHeader_Butterfly,,USED
$839EC4,8625860,FXHeader_BotwoonHallway,,USED
$839ED4,8625876,FXHeader_Pants,,USED
$839EE4,8625892,FXHeader_EastPants,,USED
$839EF4,8625908,FXHeader_Springball,,USED
$839F04,8625924,FXHeader_BelowBotwoonETank,,USED
$839F14,8625940,FXHeader_Colosseum,,USED
$839F24,8625956,FXHeader_AqueductSave,,USED
$839F34,8625972,FXHeader_ThePrecious_State0_1,,USED
$839F44,8625988,FXHeader_BotwoonETank,,USED
$839F54,8626004,FXHeader_DraygonSave,,USED
$839F64,8626020,FXHeader_MaridiaMissileRefill,,USED
$839F74,8626036,FXHeader_PlasmaBeachQuicksand_BotwoonQuicksand,,USED
$839F84,8626052,FXHeader_Shaktool_State0_1,,USED
$839F94,8626068,FXHeader_HalfieClimb,,USED
$839FA4,8626084,FXHeader_Botwoon_State0_1,,USED
$839FB4,8626100,FXHeader_SpaceJump,,USED
$839FC4,8626116,FXHeader_MaridiaEnergyRefill,,USED
$839FD4,8626132,FXHeader_WestCactusAlley,,USED
$839FE4,8626148,FXHeader_EastCactusAlley,,USED
$839FF4,8626164,FXHeader_Draygon_State0_1,,USED
$83A004,8626180,FXHeader_TourianFirst,,USED
$83A014,8626196,FXHeader_Metroids1_State0_1,,USED
$83A024,8626212,FXHeader_Metroids2_State0_1,,USED
$83A034,8626228,FXHeader_Metroids3_State0_1,,USED
$83A044,8626244,FXHeader_Metroids4_State0_1,,USED
$83A054,8626260,FXHeader_BlueHopper_State0_1,,USED
$83A064,8626276,FXHeader_DustTorizo_State0_1,,USED
$83A074,8626292,FXHeader_BigBoy_State0_1,,USED
$83A084,8626308,FXHeader_Seaweed,,USED
$83A094,8626324,FXHeader_TourianRecharge,,USED
$83A0A4,8626340,FXHeader_MotherBrain_State0_1,,USED
$83A0B4,8626356,FXHeader_SetByMotherBrain_0,,USED
$83A0C4,8626372,FXHeader_SetByMotherBrain_1,,USED
$83A0D4,8626388,FXHeader_TourianEyeDoor,,USED
$83A0E4,8626404,FXHeader_RinkaShaft,,USED
$83A0F4,8626420,FXHeader_MotherBrainSave,,USED
$83A104,8626436,FXHeader_TourianEscape1,,USED
$83A114,8626452,FXHeader_TourianEscape2,,USED
$83A124,8626468,FXHeader_TourianEscape3,,USED
