868F07,UNUSED_InstList_EnemyProjectile_868F07,
868F1B,UNUSED_InstList_EnemyProjectile_868F1B,
868F2F,UNUSED_InstList_EnemyProjectile_868F2F,
868F43,UNUSED_InstList_EnemyProjectile_868F43,
868F57,UNUSED_InstList_EnemyProjectile_868F57,
868F6B,UNUSED_InstList_EnemyProjectile_868F6B,
868F7F,UNUSED_EnemyProjectile_InstListPointers_868F7F,
868F8F,EnemyProjectile_CrocomiresProjectile,
868F9D,EnemyProjectile_CrocomireBridgeCrumbling,
868FAB,UNUSED_InstList_EnemyProj_CrocomiresProjectile_Part1_868FAB,
868FB7,UNUSED_InstList_EnemyProj_CrocomiresProjectile_Part2_868FB7,
868FC3,UNUSED_InstList_EnemyProj_OldCrocomiresProjectile_868FC3,
868FCF,InstList_EnemyProjectile_CrocomiresProjectile,
868FEB,InstList_EnemyProjectile_CrocomireBridgeCrumbling,
868FF3,InstList_EnemyProjectile_CrocomireSpikeWallPieces,
868FFB,UNUSED_InstList_EnemyProj_CrocomireBridgeCrumbling_868FFB,
869007,InstList_EnemyProjectile_Shot_CrocomiresProjectile,
869023,InitAI_EnemyProjectile_CrocomiresProjectile,
869059,CrocomiresProjectile_Gradients,
86906B,PreInstruction_EnemyProjectile_CrocomiresProjectile_Setup,
8690B3,PreInstruction_EnemyProjectile_CrocomiresProjectile_Fired,
8690BD,.delete,
8690C0,.return,
8690C1,EnemyProjectile_CrocomireSpikeWallPieces,
8690CF,InitAI_EnemyProjectile_CrocomireSpikeWallPieces,
869105,.Ypositions,
869115,PreInstruction_EnemyProjectile_CrocomireSpikeWallPieces,
86912B,.storeAcceleration,
869147,.storeVelocity,
8691A7,+,
8691C2,.return,
8691C3,.accelerationDelta,
8691E7,.maxAcceleration,
86920B,.maxVelocity,
86922F,UNUSED_MoveEnemyProjectileUpFor6FramesThenDelete_86922F,
869259,UNUSED_PreInstruction_EnemyProjectile_MovingUp_869259,
86926F,.return,
869270,Instruction_SpawnEnemyDropsWithCrocomiresDropChances,
869286,InitAI_EnemyProjectile_CrocomireBridgeCrumbling,
8692BA,PreInstruction_EnemyProjectile_CrocomireBridgeCrumbling,
8692D1,.delete,
8692D6,Move_EnemyProjectile_AccordingToVelocity,
8692ED,+,
8692F3,Move_EnemyProjectile_Vertically_AccordingToVelocity,
86930A,+,
869311,Move_EnemyProjectile_Horizontally_AccordingToVelocity,
869328,+,
86932F,Set_RidleysFireball_Afterburn_Damage,
869341,.tourian,
869346,.norfair,
869349,.store,
86934D,UNUSED_InitAI_EnemyProj_RidleysFireball_Afterburn_86934D,
869382,.Xvelocity,
86938A,.Yvelocity,
869392,UNUSED_PreInst_EnemyProj_RidleyFireball_Afterburn_869392,
86939E,.greaterThan8,
8693A7,.collision,
8693CA,InitAI_EnemyProjectile_RidleyFireball,
8693DA,.right,
8693DD,+,
869402,Set_RidleyFireball_Afterburn_Properties,
869408,EnemyProjectile_PropertyValues_default,
86940A,EnemyProjectile_PropertyValues_norfair,
86940C,EnemyProjectile_PropertyValues_tourian,
86940E,PreInstruction_EnemyProjectile_RidleyFireball,
869419,.collision,
86941E,.hitWall,
869421,.merge,
869441,.return,
869442,UNUSED_DoFireballDamageToSamus_TurnIntoSmoke_869442,
86945C,.gotoHurtSamus,
86945F,UNUSED_InstList_Smoke_86945F,
869475,UNUSED_Instruction_DisableCollisionsWithSamus_869475,
86947F,InitAI_EnemyProjectile_Afterburn_Center,
8694A0,InitAI_EnemyProjectile_VerticalAfterburn_Up,
8694B4,InitAI_EnemyProjectile_VerticalAfterburn_Down,
8694C8,InitAI_EnemyProjectile_HorizontalAfterburn_Right,
8694DC,InitAI_EnemyProjectile_HorizontalAfterburn_Left,
8694EE,InitAI_EnemyProjectile_Afterburn_Common,
86950C,RTS_86950C,
86950D,PreInstruction_EnemyProjectile_HorizontalAfterburn,
869521,.return,
869522,PreInstruction_EnemyProjectile_VerticalAfterburn,
869536,.return,
869537,UNUSED_PreInstruction_ProtoHorizontalAfterburn_869537,
86953F,.return,
869540,UNUSED_PreInstruction_ProtoVerticalAfterburn_Up_869540,
869548,.return,
869549,UNUSED_PreInstruction_ProtoVerticalAfterburn_Down_869549,
869551,.return,
869552,InstList_EnemyProjectile_RidleysFireball_0,
869560,InstList_EnemyProjectile_RidleysFireball_1,
869574,InstList_EnemyProjectile_Afterburn_Final,
86958C,UNUSED_InstList_EnemyProjectile_86958C,
8695A0,InstList_EnemyProjectile_HorizontalAfterburn_Center,
8695BA,Instruction_Spawn_HorizontalAfterburn_EnemyProjectiles,
8695D3,InstList_EnemyProjectile_VerticalAfterburn_Center,
8695ED,Instruction_Spawn_VerticalAfterburn_EnemyProjectiles,
869606,InstList_EnemyProjectile_Afterburn,
869620,Instruction_SpawnNext_Afterburn_EnemyProjectile,
869633,.return,
869634,UNUSED_EnemyProjectile_Ridley_869634,
869642,EnemyProjectile_RidleysFireball,
869650,EnemyProjectile_RidleyHorizontalAfterburn_Center,
86965E,EnemyProjectile_RidleyVerticalAfterburn_Center,
86966C,EnemyProjectile_RidleyHorizontalAfterburn_Right,
86967A,EnemyProjectile_RidleyHorizontalAfterburn_Left,
869688,EnemyProjectile_RidleyVerticalAfterburn_Up,
869696,EnemyProjectile_RidleyVerticalAfterburn_Down,
8696A4,UNUSED_EnemyProjectile_RidleyProtoHorizontalAfterburn_8696A4,
8696B2,UNUSED_EnemyProjectile_RidleyProtoHorizontalAfterburn_8696B2,
8696C0,UNUSED_EnemyProjectile_RidleyProtoVerticalAfterburn_8696C0,
8696CE,UNUSED_EnemyProjectile_RidleyProtoVerticalAfterburn_8696CE,
8696DC,InitAI_EnemyProjectile_CeresFallingTile,
869701,PreInstruction_EnemyProjectile_CeresFallingTile,
869711,.collision,
869734,EnemyProjectile_CeresFallingTile_Light,
869742,EnemyProjectile_CeresFallingTile_Dark,
869750,InstList_EnemyProjectile_CeresFallingTile_Light,
869756,InstList_EnemyProjectile_CeresFallingTile_Dark,
86975C,InstList_EnemyProjectile_PhantoonDestroyableFlame_Idle,
86976C,InstList_EnemyProj_PhantoonDestroyableFlame_Casual_HitGround,
869772,InstList_EnemyProj_PhantoonDestroyableFlame_Casual_Bouncing,
869782,InstList_EnemyProj_PhantoonDestroyableFlame_Casual_Resetting,
86979A,InstList_EnemyProj_PhantoonDestroyableFlame_Dying,
8697AC,InstList_EnemyProj_PhantoonDestroyableFlame_Rain_Falling,
8697B4,InstList_EnemyProj_PhantoonDestroyableFlame_Casual_Falling_0,
8697B8,InstList_EnemyProj_PhantoonDestroyableFlame_Casual_Falling_1,
8697C8,InstList_EnemyProj_PhantoonDestroyableFlame_Casual_Falling_2,
8697D8,InstList_EnemyProj_PhantoonDestroyableFlame_Casual_Falling_3,
8697E8,InstList_EnemyProjectile_PhantoonStartingFlames,
8697F8,InstList_EnemyProjectile_PhantoonDestroyableFlame_Delete,
8697FA,InstList_EnemyProjectile_Shot_PhantoonDestroyableFlames,
86980E,Instruction_SpawnPhantoonDrop,
869824,InitAI_EnemyProjectile_PhantoonDestroyableFlames,
869832,.pointers,
86983A,PhantoonDestroyableFlameInit_Type0_Casual,
86986D,PhantoonDestroyableFlameInit_Type2_Enraged,
86988D,.greaterThan7,
869893,+,
8698B4,.angles,
8698C4,PhantoonDestroyableFlameInit_Type4_Rain,
8698F7,.XPositions,
869900,PhantoonDestroyableFlameInit_Type6_Spiral,
86993A,InitAI_EnemyProjectile_PhantoonStartingFlames,
869979,PhantoonFlameAngles,
869981,PreInst_EnemyProj_PhantoonDestroyableFlame_Casual_Falling,
8699BE,.return,
8699BF,PreInst_EnemyProj_PhantoonDestroyableFlame_Casual_HitGround,
8699C6,.timerExpired,
8699FA,.negative,
869A00,.return,
869A01,PreInst_EnemyProj_PhantoonDestroyableFlame_Casual_Bouncing,
869A25,.noCollision,
869A2B,.rest,
869A3E,.Yvelocity,
869A44,RTS_869A44,
869A45,PreInst_EnemyProj_PhantoonDestroyableFlame_Enraged,
869A87,+,
869A93,.return,
869A94,PreInst_EnemyProj_PhantoonDestroyableFlame_Rain,
869AA0,.playSFX,
869AA7,.falling,
869AD9,.return,
869ADA,PreInst_EnemyProj_PhantoonDestroyableFlame_Spiral,
869B1C,+,
869B28,.return,
869B29,PreInstruction_EnemyProjectile_PhantoonStartingFlames,
869B40,.return,
869B41,PreInst_EnemyProjectile_PhantoonStartingFlames_Activated,
869B4C,.timerExpired,
869B5D,+,
869B85,.delete,
869BA2,Calculate_XY_ComponentsOf_RadiusA_AngleY,
869BB7,.greaterThan80,
869BC7,+,
869BDE,.stillGreaterThan80,
869BEE,+,
869BF3,DoSomeMathWithSineAndPi_869BF3,
869C29,EnemyProjectile_PhantoonDestroyableFlames,
869C37,EnemyProjectile_PhantoonStartingFlames,
869C45,EnemyProjectile_KraidRockSpit,
869C53,EnemyProjectile_KraidCeilingRocks,
869C61,EnemyProjectile_KraidFloorRocks_Left,
869C6F,EnemyProjectile_KraidFloorRocks_Right,
869C7D,InstList_EnemyProjectile_KraidRocks_KagoBug,
869C83,InstList_EnemyProjectile_KraidFloorRocks_Right,
869C89,InstList_EnemyProjectile_Shot_KraidRockSpit,
869CA3,InitAI_EnemyProjectile_KraidRockSpit,
869CD8,Instruction_EnemyProjectile_KraidCeilingRocks,
869D0C,Instruction_EnemyProjectile_KraidRisingRocks,
869D21,+,
869D56,PreInstruction_EnemyProjectile_KraidRocks,
869D75,+,
869D84,.delete,
869D89,PreInstruction_EnemyProjectile_KraidCeilingRocks,
869DA0,.collision,
869DA5,PreInstruction_EnemyProjectile_KraidRockSpit_UsePalette0,
869DB0,EnemyProjectile_MiniKraidSpit,
869DBE,EnemyProjectile_MiniKraidSpikes_Left,
869DCC,EnemyProjectile_MiniKraidSpikes_Right,
869DDA,InstList_EnemyProjectile_MiniKraidSpit,
869DE0,InstList_EnemyProjectile_MiniKraidSpikes_Left,
869DE6,InstList_EnemyProjectile_MiniKraidSpikes_Right,
869DEC,InitAI_EnemyProjectile_MiniKraidSpit,
869E1E,PreInstruction_EnemyProjectile_MiniKraidSpit,
869E3C,.setYvelocity,
869E41,.delete,
869E46,InitAI_EnemyProjectile_MiniKraidSpikes_Left,
869E4B,InitAI_EnemyProjectile_MiniKraidSpikes_Right,
869E4E,InitAI_EnemyProjectile_MiniKraidSpikes_Common,
869E7D,.data,
869E83,PreInstruction_EnemyProjectile_MiniKraidSpikes,
869E8E,.return,
869E90,EnemyProjectile_AlcoonFireball,
869E9E,InstList_EnemyProjectile_AlcoonFireball,
869EB2,InitAI_EnemyProjectile_AlcoonFireball,
869EE5,+,
869EF9,.Yvelocity,
869EFF,PreInstruction_EnemyProjectile_AlcoonFireball,
869F24,.positive,
869F36,.return,
869F3A,.delete,
869F41,InstList_EnemyProjectile_Pirate_MotherBrain_Laser_Left_0,
869F71,InstList_EnemyProjectile_Pirate_MotherBrain_Laser_Left_1,
869F7D,InstList_EnemyProjectile_Pirate_MotherBrain_Laser_Right_0,
869FAD,InstList_EnemyProjectile_Pirate_MotherBrain_Laser_Right_1,
869FB9,InstList_EnemyProjectile_PirateClaw_Left_0,
869FBD,InstList_EnemyProjectile_PirateClaw_Left_1,
869FE1,InstList_EnemyProjectile_PirateClaw_Right_0,
869FE5,InstList_EnemyProjectile_PirateClaw_Right_1,
86A009,InitAI_EnemyProjectile_Pirate_MotherBrain_Laser,
86A018,+,
86A050,Instruction_PreInstructionInY_ExecuteY,
86A05B,RTS_86A05B,
86A05C,PreInstruction_EnemyProjectile_Pirate_MotherBrain_Laser_Left,
86A070,+,
86A076,.offScreen,
86A07A,PreInst_EnemyProjectile_Pirate_MotherBrain_Laser_Right,
86A08E,+,
86A094,.offScreen,
86A098,PreInstruction_EnemyProjectile_PirateClaw,
86A0B8,+,
86A0D1,PreInstruction_EnemyProjectile_PirateClaw_Left,
86A0F9,+,
86A111,.YPlus1,
86A123,.return,
86A124,PreInstruction_EnemyProjectile_PirateClaw_Right,
86A14C,+,
86A168,.YPlus1,
86A17A,.return,
86A17B,EnemyProjectile_PirateMotherBrainLaser,
86A189,EnemyProjectile_PirateClaw,
86A197,InstList_EnemyProjectile_GunshipLiftoffDustClouds_Index0_0,
86A19B,InstList_EnemyProjectile_GunshipLiftoffDustClouds_Index0_1,
86A1C1,InstList_EnemyProjectile_GunshipLiftoffDustClouds_Index2_0,
86A1C5,InstList_EnemyProjectile_GunshipLiftoffDustClouds_Index2_1,
86A1EB,InstList_EnemyProjectile_GunshipLiftoffDustClouds_Index4_0,
86A1EF,InstList_EnemyProjectile_GunshipLiftoffDustClouds_Index4_1,
86A211,InstList_EnemyProjectile_GunshipLiftoffDustClouds_Index6_0,
86A215,InstList_EnemyProjectile_GunshipLiftoffDustClouds_Index6_1,
86A23B,InstList_EnemyProjectile_GunshipLiftoffDustClouds_Index8_0,
86A23F,InstList_EnemyProjectile_GunshipLiftoffDustClouds_Index8_1,
86A265,InstList_EnemyProjectile_GunshipLiftoffDustClouds_IndexA_0,
86A269,InstList_EnemyProjectile_GunshipLiftoffDustClouds_IndexA_1,
86A28B,InstList_EnemyProjectile_Delete_A28B,
86A28D,InstList_EnemyProjectile_Shot_CeresElevatorPad,
86A299,InstList_EnemyProj_Shot_CeresElevatorPadLevelDataConcealer,
86A2A1,InitAI_EnemyProjectile_GunshipLiftoffDustClouds,
86A2D6,.Xoffsets,
86A2E2,.InstListPointers,
86A2EE,InitAI_EnemyProjectile_CeresElevatorPad,
86A301,InitAI_EnemyProjectile_CeresElevatorPad_Common,
86A31B,InitAI_EnemyProjectile_CeresElevatorPadLevelDataConcealer,
86A327,RTS_86A327,
86A328,PreInstruction_EnemyProjectile_CeresElevatorPad,
86A334,.timerExpired,
86A363,.return,
86A364,PreInst_EnemyProjectile_CeresElevatorPadLevelDataConcealer,
86A378,.return,
86A379,EnemyProjectile_GunShipLiftoffDustClouds,
86A387,EnemyProjectile_CeresElevatorPad,
86A395,EnemyProjectile_CeresElevatorPadLevelDataConcealer,
86A3A3,InitAI_PreInstruction_EnemyProjectile_PrePhantoonRoom,
86A3AA,InstList_EnemyProjectile_PrePhantoonRoom,
86A3B0,EnemyProjectile_PrePhantoonRoom,
86A3BE,Instruction_EnemyProjectile_Torizo_ResetPosition,
86A3CB,InstList_EnemyProjectile_BombTorizoLowHealthExplosion_0,
86A3D5,InstList_EnemyProjectile_BombTorizoLowHealthExplosion_1,
86A3FA,InstList_EnemyProjectile_TorizoDeathExplosion_0,
86A408,InstList_EnemyProjectile_TorizoDeathExplosion_1,
86A431,InstList_EnemyProjectile_TorizoDeathExplosion_2,
86A435,InstList_EnemyProjectile_TorizoDeathExplosion_3,
86A456,Instruction_EnemyProjectile_GotoY_Probability_1_4,
86A465,.gotoY,
86A46A,InstList_EnemyProj_BombTorizoLowHealthDrool_4FrameDelay,
86A46E,InstList_EnemyProj_BombTorizoLowHealthDrool_2FrameDelay,
86A472,InstList_EnemyProj_BombTorizoLowHealthDrool_NoDelay_0,
86A482,InstList_EnemyProj_BombTorizoLowHealthDrool_NoDelay_1,
86A48A,InstList_EnemyProj_BombTorizoLowHealthDrool_HitWall,
86A48E,InstList_EnemyProj_BombTorizoLowHealthDrool_HitFloor,
86A49E,UNUSED_InstList_EnemyProjectile_BombTorizo_86A49E,
86A4AA,InstList_EnemyProjectile_BombTorizoExplosionSwipe,
86A4C3,InstList_EnemyProjectile_BombTorizoChozoBreaking_Index0,
86A4D4,InstList_EnemyProjectile_BombTorizoChozoBreaking_Index2,
86A4E5,InstList_EnemyProjectile_BombTorizoChozoBreaking_Index4,
86A4F6,InstList_EnemyProjectile_BombTorizoChozoBreaking_Index6,
86A507,InstList_EnemyProjectile_BombTorizoChozoBreaking_Index8,
86A518,InstList_EnemyProjectile_BombTorizoChozoBreaking_IndexA,
86A529,InstList_EnemyProjectile_BombTorizoChozoBreaking_IndexC,
86A53A,InstList_EnemyProjectile_BombTorizoChozoBreaking_IndexE,
86A54B,InstList_EnemyProjectile_BombTorizoChozoBreaking_Index10,
86A55C,InstList_EnemyProjectile_BombTorizoChozoBreaking_Index12,
86A56D,InstList_EnemyProjectile_BombTorizoChozoBreaking_Index14,
86A57E,InstList_EnemyProjectile_BombTorizoChozoBreaking_Index16,
86A58F,InstList_EnemyProjectile_BombTorizoChozoBreaking_Index18,
86A5A0,InstList_EnemyProjectile_BombTorizoChozoBreaking_Index1A,
86A5B1,InstList_EnemyProjectile_BombTorizoChozoBreaking_Index1C,
86A5C2,InstList_EnemyProjectile_BombTorizoChozoBreaking_Index1E,
86A5D3,InitAI_EnemyProjectile_BombTorizoContinuousDrool,
86A606,.checkLeft,
86A60D,.checkRight,
86A610,.facingRight,
86A620,.angleDetermined,
86A642,.move,
86A64D,.InstListPointers,
86A65D,InitAI_EnemyProjectile_BombTorizoInitialDrool,
86A6A3,.notTurning,
86A6B6,.facingRight,
86A6C7,UNUSED_InitAI_EnemyProjectile_BombTorizo_86A6C7,
86A6F6,InitAI_EnemyProjectile_BombTorizoExplosiveSwipe,
86A71E,.facingRight,
86A738,.Xpositions,
86A74E,.Yposition,
86A764,InitAI_EnemyProj_BombTorizoChozoBreaking,
86A7AB,.InstListPointers,
86A7CB,.Xoffsets,
86A7EB,.Yoffsets,
86A7FB,.Yvelocities,
86A80B,.Yaccelerations,
86A81B,InitAI_EnemyProjectile_BombTorizoLowHealthExplosion,
86A835,.facingRight,
86A859,.Xoffsets,
86A865,.Yoffsets,
86A871,InitAI_EnemyProjectile_TorizoDeathExplosion,
86A887,PreInst_EnemyProjectile_BombTorizoLowHealthDrool_Falling,
86A89A,+,
86A89F,.right,
86A8A8,+,
86A8AB,.merge,
86A8B5,+,
86A8CA,.return,
86A8CB,.hitWall,
86A8D8,.hitFloor,
86A8EF,PreInst_EnemyProjectile_BombTorizoChozoBreaking_Falling,
86A8F9,.negative,
86A911,.return,
86A912,.hitFloor,
86A919,RTS_86A919,
86A91A,UNUSED_Debug_MoveEnemyProjectileWithController2,
86A92A,.checkLeft,
86A937,.moveHorizontally,
86A94A,.checkUp,
86A957,.moveVertically,
86A95B,EnemyProjectile_BombTorizoContinuousDrool,
86A969,EnemyProjectile_BombTorizoInitialDrool,
86A977,UNUSED_EnemyProjectile_BombTorizo_86A977,
86A985,EnemyProjectile_BombTorizoExplosiveSwipe,
86A993,EnemyProjectile_BombTorizoStatueBreaking,
86A9A1,EnemyProjectile_BombTorizoLowHealthExplosion,
86A9AF,EnemyProjectile_BombTorizoDeathExplosion,
86A9BD,UNUSED_EnemyProjectile_Graphics_QuestionMark,
86AA3D,UNUSED_InitAI_EnemyProjectile_QuestionMark_86AA3D,
86AA8C,UNUSED_PreInstruction_EnemyProjectile_QuestionMark,
86AA9E,+,
86AAC7,+,
86AADB,UNUSED_InstList_EnemyProjectile_QuestionMark_0_86AADB,
86AAE6,UNUSED_InstList_EnemyProjectile_QuestionMark_1_86AAE6,
86AAF2,UNUSED_InstList_EnemyProjectile_Shot_QuestionMark_86AAF2,
86AB07,UNUSED_EnemyProjectile_QuestionMark_86AB07,
86AB15,InstList_EnemyProjectile_TorizoChozoOrbs_Left,
86AB1D,InstList_EnemyProjectile_TorizoChozoOrbs_Right,
86AB25,InstList_EnemyProjectile_TorizoChozoOrbs_BreakOnWall,
86AB41,InstList_EnemyProjectile_TorizoChozoOrbs_BreakOnFloor,
86AB68,InstList_EnemyProjectile_Shot_TorizoChozoOrbs,
86AB8A,Instruction_EnemyProjectile_SpawnEnemyDropsWIthYDropChances,
86ABA0,.crateria,
86ABA3,.spawnDrops,
86ABAE,InitAI_EnemyProjectile_TorizoChozoOrbs_Egg_EyeBeam_Common,
86ABEB,InitAI_EnemyProjectile_BombTorizoChozoOrbs,
86AC02,.facingRight,
86AC05,.gotoCommon,
86AC08,.right,
86AC12,.left,
86AC1C,UNUSED_InitializeTorizoChozoOrbToTargetSamus,
86AC6B,.facingRight,
86AC7C,InitAI_EnemyProjectile_GoldenTorizosChozoOrbs,
86AC93,.facingRight,
86AC96,.gotoCommon,
86AC99,.right,
86ACA3,.left,
86ACAD,PreInstruction_EnemyProjectile_BombTorizosChozoOrbs,
86ACBC,.greaterThanZero,
86ACD1,.return,
86ACD2,.hitWall,
86ACDF,.hitFloor,
86ACFA,PreInstruction_EnemyProjectile_GoldenTorizosChozoOrbs,
86AD09,.noCollision,
86AD1E,.subtract40,
86AD22,+,
86AD38,.bounceEnd,
86AD43,.break,
86AD5E,EnemyProjectile_BombTorizoChozoOrbs,
86AD6C,EnemyProjectile_BombTorizoChozoOrbsHigherDamage,
86AD7A,EnemyProjectile_GoldenTorizoChozoOrbs,
86AD88,UNUSED_InstList_EnemyProjectile_86AD88,
86AD92,UNUSED_Instruction_EnemyProj_MoveHorizontally_GotoY_86AD92,
86AD9D,+,
86ADBA,.greaterThan0,
86ADBF,InstList_EnemyProjectile_TorizoSonicBoom_FiredLeft,
86ADCA,InstList_EnemyProjectile_TorizoSonicBoom_MovingLeft,
86ADD2,InstList_EnemyProjectile_TorizoSonicBoom_FiredRight,
86ADDD,InstList_EnemyProjectile_TorizoSonicBoom_MovingRight,
86ADE5,InstList_EnemyProjectile_TorizoSonicBoom_HitWall_0,
86ADF1,InstList_EnemyProjectile_TorizoSonicBoom_HitWall_1,
86AE15,InitAI_EnemyProjectile_TorizoSonicBoom,
86AE29,.A14,
86AE2C,+,
86AE55,.facingRight,
86AE6C,PreInstruction_EnemyProjectile_TorizoSonicBoom,
86AE7C,.subtract10,
86AE80,+,
86AE8E,.return,
86AE8F,.hitWall,
86AEA8,EnemyProjectile_BombTorizoSonicBoom,
86AEB6,EnemyProjectile_GoldenTorizoSonicBoom,
86AEC4,InstList_EnemyProj_WreckedShipChozoSpikeClearingFootsteps,
86AEDC,UNUSED_InstList_EnemyProj_SpikeClearingExplosions_86AEDC,
86AEFC,InitAI_EnemyProj_WreckedShipChozoSpikeClearingFootsteps,
86AF14,InstList_EnemyProj_TourianStatueDustClouds_0,
86AF18,InstList_EnemyProj_TourianStatueDustClouds_1,
86AF36,Instruction_EnemyProjectile_ResetPosition,
86AF43,InitAI_EnemyProjectile_TourianStatueDustClouds,
86AF50,InitAI_EnemyProjectile_TorizoLandingDustCloud_RightFoot,
86AF68,EnemyProjectile_WreckedShipChozoSpikeClearingFootsteps,
86AF76,UNUSED_EnemyProjectile_SpikeClearingExplosions_86AF76,
86AF84,EnemyProjectile_TourianStatueDustClouds,
86AF92,Instruction_EnemyProjectile_TorizoLandingDustClouds,
86AF9D,InstList_EnemyProjectile_TorizoLandingDustCloud_RightFoot,
86AFB5,InstList_EnemyProjectile_TorizoLandingDustCloud_LeftFoot,
86AFCD,InitAI_EnemyProjectile_TorizoLandingDustCloud_LeftFoot,
86AFE5,EnemyProjectile_TorizoLandingDustCloud_RightFoot,
86AFF3,EnemyProjectile_TorizoLandingDustCloud_LeftFoot,
86B001,InitAI_EnemyProjectile_GoldenTorizoEgg,
86B029,.right,
86B02C,.gotoCommon,
86B02F,.rightwards,
86B039,.leftwards,
86B043,PreInstruction_EnemyProjectile_GoldenTorizoEgg_Bouncing,
86B060,.moveVertically,
86B075,.subtract20,
86B079,+,
86B086,.bounceEnd,
86B09B,.return,
86B09C,.hatch,
86B0B2,.rightwards,
86B0B5,+,
86B0B9,PreInstruction_EnemyProjectile_GoldenTorizoEgg_Hatched,
86B0C8,.rightwards,
86B0CB,+,
86B0D3,.hitWall,
86B0DD,PreInstruction_EnemyProjectile_GoldenTorizoEgg_HitWall,
86B0ED,.collision,
86B0F7,.rightwards,
86B0FA,+,
86B104,InstList_EnemyProjectile_GoldenTorizoEgg_BouncingLeft,
86B11C,InstList_EnemyProjectile_GoldenTorizoEgg_BouncingRight,
86B134,InstList_EnemyProjectile_GoldenTorizoEgg_Hatch,
86B13E,Instruction_EnemyProjectile_GoldenTorizoEgg_GoToHatched,
86B147,.rightwards,
86B14B,InstList_EnemyProjectile_GoldenTorizoEgg_Hatched_Left_0,
86B152,InstList_EnemyProjectile_GoldenTorizoEgg_Hatched_Left_1,
86B166,InstList_EnemyProjectile_GoldenTorizoEgg_Hatched_Right_0,
86B16D,InstList_EnemyProjectile_GoldenTorizoEgg_Hatched_Right_1,
86B181,UNUSED_InstList_EnemyProjectile_Break_86B181,
86B183,UNUSED_Instruction_EnemyProjectile_GotoBreak_86B183,
86B18C,.facingRight,
86B190,InstList_EnemyProjectile_GoldenTorizoEgg_Break_FacingLeft,
86B1A8,InstList_EnemyProjectile_GoldenTorizoEgg_Break_FacingRight,
86B1C0,EnemyProjectile_GoldenTorizoEgg,
86B1CE,InitAI_EnemyProjectile_GoldenTorizoSuperMissile,
86B1E9,.facingRight,
86B1EC,+,
86B205,.Xoffsets,
86B209,.InstListPointers,
86B20D,PreInstruction_EnemyProjectile_GoldenTorizoSuperMissile_Held,
86B224,.facingRight,
86B227,+,
86B237,PreInst_EnemyProjectile_GoldenTorizoSuperMissile_Thrown,
86B246,+,
86B25B,.return,
86B25C,.collision,
86B269,Instruction_AimSuperMissile_Rightwards,
86B272,Instruction_AimSuperMissile_Leftwards,
86B279,CalculateGoldenTorizoSuperMissileVelocitiesFromAngle,
86B293,InstList_EnemyProj_GoldenTorizoSuperMissile_Rightwards_0,
86B29D,InstList_EnemyProj_GoldenTorizoSuperMissile_Rightwards_1,
86B2C1,InstList_EnemyProj_GoldenTorizoSuperMissile_Leftwards_0,
86B2CB,InstList_EnemyProj_GoldenTorizoSuperMissile_Leftwards_1,
86B2EF,InstList_EnemyProjectile_Shot_GoldenTorizoSuperMissile,
86B31A,EnemyProjectile_GoldenTorizoSuperMissile,
86B328,InitAI_EnemyProjectile_GoldenTorizoEyeBeam,
86B33F,.facingRight,
86B342,+,
86B360,.facingRight2,
86B376,.rightwards,
86B380,.leftwards,
86B38A,PreInstruction_EnemyProjectile_GoldenTorizoEyeBeam,
86B395,.collision,
86B39D,.hitFloor,
86B3B1,.instructionListSet,
86B3B8,Instruction_EnemyProjectile_GotoYIfEyeBeamExplosionsDisabled,
86B3C7,.gotoY,
86B3CD,InstList_EnemyProjectile_GoldenTorizoEyeBeam_HitWall,
86B3E5,InstList_EnemyProjectile_GoldenTorizoEyeBeam_HitFloor_0,
86B3E7,InstList_EnemyProjectile_GoldenTorizoEyeBeam_HitFloor_1,
86B410,InstList_EnemyProjectile_GoldenTorizoEyeBeam_Normal,
86B428,EnemyProjectile_GoldenTorizoEyeBeam,
86B436,UNUSED_Instruction_ResetPosition_86B436,
86B443,InstList_EnemyProj_OldTourianEscapeShaftFakeWallExplosion_0,
86B449,InstList_EnemyProj_OldTourianEscapeShaftFakeWallExplosion_1,
86B470,UNUSED_InstList_EnemyProjectile_86B470,
86B489,UNUSED_Instruction_GotoY_Probability_1_4,
86B498,.gotoY,
86B49D,InitAI_EnemyProj_OldTourianEscapeShaftFakeWallExplosion,
86B4B0,RTS_86B4B0,
86B4B1,EnemyProjectile_OldTourianEscapeShaftFakeWallExplosion,
86B4BF,InstList_EnemyProjectile_DragonFireball_Rising_Left,
86B4CB,InstList_EnemyProjectile_DragonFireball_Rising_Right,
86B4D7,InstList_EnemyProjectile_DragonFireball_Falling_Left,
86B4E3,InstList_EnemyProjectile_DragonFireball_Falling_Right,
86B4EF,InitAI_EnemyProjectile_DragonFireball,
86B51E,.pointer,
86B535,PreInstruction_EnemyProjectile_DragonFireball,
86B548,.lowByteX,
86B54B,+,
86B571,.lowByteY,
86B574,+,
86B59F,.right,
86B5A4,.movingDown,
86B5AE,.return,
86B5AF,.instructionListSet,
86B5B9,Delete_EnemyProjectile_IfVerticallyOffScreen,
86B5CA,.return,
86B5CB,EnemyProjectile_DragonFireball,
86B5D9,InstList_EnemyProjectile_EyeDoorProjectile_Normal_0,
